الجنسية,المحافظة,المدينة,المنطقة,النوع,السكان
سعودي,العارضة,أبوالعصمة الشمالية,جازان,ذكر,62
غير سعودي,العارضة,أبوالعصمة الشمالية,جازان,ذكر,13
سعودي,أضم,أبوحبال,مكة المكرمة,أنثى,14
سعودي,أضم,أبوحبال,مكة المكرمة,ذكر,14
سعودي,البرك,أبوحشره,عسير,أنثى,38
سعودي,البرك,أبوحشره,عسير,ذكر,39
سعودي,الليث,أبوشجيرة,مكة المكرمة,أنثى,30
سعودي,الليث,أبوشجيرة,مكة المكرمة,ذكر,20
سعودي,أضم,أثله وملحة,مكة المكرمة,أنثى,13
سعودي,أضم,أثله وملحة,مكة المكرمة,ذكر,6
سعودي,الحجرة,أخرى,الباحة,أنثى,44
غير سعودي,الحجرة,أخرى,الباحة,أنثى,56
سعودي,العقيق,أخرى,الباحة,أنثى,5
غير سعودي,العقيق,أخرى,الباحة,أنثى,42
سعودي,القرى,أخرى,الباحة,أنثى,4
غير سعودي,القرى,أخرى,الباحة,أنثى,47
سعودي,المخواة,أخرى,الباحة,أنثى,16
غير سعودي,المخواة,أخرى,الباحة,أنثى,63
سعودي,المندق,أخرى,الباحة,أنثى,3
غير سعودي,المندق,أخرى,الباحة,أنثى,34
غير سعودي,بلجرشي,أخرى,الباحة,أنثى,19
غير سعودي,بني حسن,أخرى,الباحة,أنثى,7
سعودي,فرعة غامد الزناد,أخرى,الباحة,أنثى,10
غير سعودي,فرعة غامد الزناد,أخرى,الباحة,أنثى,39
سعودي,قلوة,أخرى,الباحة,أنثى,25
غير سعودي,قلوة,أخرى,الباحة,أنثى,80
سعودي,القريات,أخرى,الجوف,أنثى,5
سعودي,دومة الجندل,أخرى,الجوف,أنثى,5
غير سعودي,دومة الجندل,أخرى,الجوف,أنثى,9
سعودي,سكاكا (مقر الامارة),أخرى,الجوف,أنثى,3
غير سعودي,سكاكا (مقر الامارة),أخرى,الجوف,أنثى,17
سعودي,طبرجل,أخرى,الجوف,أنثى,2
غير سعودي,طبرجل,أخرى,الجوف,أنثى,3
غير سعودي,العويقيلة,أخرى,الحدود الشمالية,أنثى,3
سعودي,رفحاء,أخرى,الحدود الشمالية,أنثى,7
غير سعودي,رفحاء,أخرى,الحدود الشمالية,أنثى,10
سعودي,عرعر (مقر الامارة),أخرى,الحدود الشمالية,أنثى,2
غير سعودي,عرعر (مقر الامارة),أخرى,الحدود الشمالية,أنثى,5
سعودي,الافلاج,أخرى,الرياض,أنثى,3
غير سعودي,الافلاج,أخرى,الرياض,أنثى,35
سعودي,الحريق,أخرى,الرياض,أنثى,1
غير سعودي,الحريق,أخرى,الرياض,أنثى,2
سعودي,الخرج,أخرى,الرياض,أنثى,3
غير سعودي,الخرج,أخرى,الرياض,أنثى,6
غير سعودي,الدرعية,أخرى,الرياض,أنثى,2
غير سعودي,الدلم,أخرى,الرياض,أنثى,4
سعودي,الدوادمي,أخرى,الرياض,أنثى,29
غير سعودي,الدوادمي,أخرى,الرياض,أنثى,183
سعودي,الرياض (مقر الامارة),أخرى,الرياض,أنثى,1
غير سعودي,الرياض (مقر الامارة),أخرى,الرياض,أنثى,11
سعودي,الرين,أخرى,الرياض,أنثى,6
غير سعودي,الرين,أخرى,الرياض,أنثى,91
سعودي,الزلفي,أخرى,الرياض,أنثى,8
غير سعودي,الزلفي,أخرى,الرياض,أنثى,5
غير سعودي,السليل,أخرى,الرياض,أنثى,6
سعودي,الغاط,أخرى,الرياض,أنثى,5
غير سعودي,الغاط,أخرى,الرياض,أنثى,10
سعودي,القويعية,أخرى,الرياض,أنثى,32
غير سعودي,القويعية,أخرى,الرياض,أنثى,77
سعودي,المجمعة,أخرى,الرياض,أنثى,5
غير سعودي,المجمعة,أخرى,الرياض,أنثى,22
سعودي,المزاحمية,أخرى,الرياض,أنثى,8
غير سعودي,المزاحمية,أخرى,الرياض,أنثى,27
سعودي,ثادق,أخرى,الرياض,أنثى,4
غير سعودي,ثادق,أخرى,الرياض,أنثى,6
سعودي,حريملاء,أخرى,الرياض,أنثى,4
غير سعودي,حريملاء,أخرى,الرياض,أنثى,5
سعودي,حوطة بنى تميم,أخرى,الرياض,أنثى,4
غير سعودي,حوطة بنى تميم,أخرى,الرياض,أنثى,14
سعودي,رماح,أخرى,الرياض,أنثى,3
غير سعودي,رماح,أخرى,الرياض,أنثى,10
سعودي,شقراء,أخرى,الرياض,أنثى,4
غير سعودي,شقراء,أخرى,الرياض,أنثى,13
سعودي,ضرما,أخرى,الرياض,أنثى,3
غير سعودي,ضرما,أخرى,الرياض,أنثى,16
سعودي,عفيف,أخرى,الرياض,أنثى,13
غير سعودي,عفيف,أخرى,الرياض,أنثى,99
سعودي,مرات,أخرى,الرياض,أنثى,6
غير سعودي,مرات,أخرى,الرياض,أنثى,8
سعودي,وادى الدواسر,أخرى,الرياض,أنثى,8
غير سعودي,وادى الدواسر,أخرى,الرياض,أنثى,17
سعودي,الأسياح,أخرى,القصيم,أنثى,4
غير سعودي,الأسياح,أخرى,القصيم,أنثى,5
غير سعودي,البدائع,أخرى,القصيم,أنثى,2
سعودي,البكيرية,أخرى,القصيم,أنثى,1
غير سعودي,البكيرية,أخرى,القصيم,أنثى,6
سعودي,الرس,أخرى,القصيم,أنثى,3
غير سعودي,الرس,أخرى,القصيم,أنثى,11
غير سعودي,الشماسية,أخرى,القصيم,أنثى,2
سعودي,المذنب,أخرى,القصيم,أنثى,2
غير سعودي,المذنب,أخرى,القصيم,أنثى,14
غير سعودي,النبهانية,أخرى,القصيم,أنثى,52
سعودي,بريدة (مقرالامارة),أخرى,القصيم,أنثى,5
غير سعودي,بريدة (مقرالامارة),أخرى,القصيم,أنثى,37
غير سعودي,رياض الخبراء,أخرى,القصيم,أنثى,4
غير سعودي,ضرية,أخرى,القصيم,أنثى,23
سعودي,عقلة الصقور,أخرى,القصيم,أنثى,2
غير سعودي,عقلة الصقور,أخرى,القصيم,أنثى,11
سعودي,عنيزة,أخرى,القصيم,أنثى,1
غير سعودي,عنيزة,أخرى,القصيم,أنثى,2
غير سعودي,عيون الجواء,أخرى,القصيم,أنثى,10
سعودي,الحناكية,أخرى,المدينة المنورة,أنثى,5
غير سعودي,الحناكية,أخرى,المدينة المنورة,أنثى,30
سعودي,العلا,أخرى,المدينة المنورة,أنثى,8
غير سعودي,العلا,أخرى,المدينة المنورة,أنثى,31
سعودي,العيص,أخرى,المدينة المنورة,أنثى,4
غير سعودي,العيص,أخرى,المدينة المنورة,أنثى,29
سعودي,المدينة المنورة (مقر الامارة),أخرى,المدينة المنورة,أنثى,31
غير سعودي,المدينة المنورة (مقر الامارة),أخرى,المدينة المنورة,أنثى,72
سعودي,المهد,أخرى,المدينة المنورة,أنثى,23
غير سعودي,المهد,أخرى,المدينة المنورة,أنثى,70
سعودي,بدر,أخرى,المدينة المنورة,أنثى,12
غير سعودي,بدر,أخرى,المدينة المنورة,أنثى,48
سعودي,خيبر,أخرى,المدينة المنورة,أنثى,4
غير سعودي,خيبر,أخرى,المدينة المنورة,أنثى,26
سعودي,وادي الفرع,أخرى,المدينة المنورة,أنثى,11
غير سعودي,وادي الفرع,أخرى,المدينة المنورة,أنثى,40
سعودي,ينبع,أخرى,المدينة المنورة,أنثى,8
غير سعودي,ينبع,أخرى,المدينة المنورة,أنثى,63
سعودي,الاحساء,أخرى,المنطقة الشرقية,أنثى,25
غير سعودي,الاحساء,أخرى,المنطقة الشرقية,أنثى,34
سعودي,الجبيل,أخرى,المنطقة الشرقية,أنثى,5
غير سعودي,الجبيل,أخرى,المنطقة الشرقية,أنثى,4
غير سعودي,الخبر,أخرى,المنطقة الشرقية,أنثى,1
سعودي,الخفجي,أخرى,المنطقة الشرقية,أنثى,2
غير سعودي,الخفجي,أخرى,المنطقة الشرقية,أنثى,3
غير سعودي,الدمام (مقرالامارة),أخرى,المنطقة الشرقية,أنثى,1
سعودي,العديد,أخرى,المنطقة الشرقية,أنثى,4
غير سعودي,العديد,أخرى,المنطقة الشرقية,أنثى,4
سعودي,القطيف,أخرى,المنطقة الشرقية,أنثى,5
غير سعودي,القطيف,أخرى,المنطقة الشرقية,أنثى,1
سعودي,النعيرية,أخرى,المنطقة الشرقية,أنثى,8
غير سعودي,النعيرية,أخرى,المنطقة الشرقية,أنثى,10
سعودي,بقيق,أخرى,المنطقة الشرقية,أنثى,4
غير سعودي,بقيق,أخرى,المنطقة الشرقية,أنثى,4
سعودي,حفر الباطن,أخرى,المنطقة الشرقية,أنثى,3
غير سعودي,حفر الباطن,أخرى,المنطقة الشرقية,أنثى,10
سعودي,رأس تنورة,أخرى,المنطقة الشرقية,أنثى,2
غير سعودي,رأس تنورة,أخرى,المنطقة الشرقية,أنثى,1
سعودي,قرية العليا,أخرى,المنطقة الشرقية,أنثى,1
غير سعودي,قرية العليا,أخرى,المنطقة الشرقية,أنثى,11
سعودي,البدع,أخرى,تبوك,أنثى,1
غير سعودي,البدع,أخرى,تبوك,أنثى,2
سعودي,الوجة,أخرى,تبوك,أنثى,10
غير سعودي,الوجة,أخرى,تبوك,أنثى,24
سعودي,املج,أخرى,تبوك,أنثى,4
غير سعودي,املج,أخرى,تبوك,أنثى,22
سعودي,تبوك (مقرالامارة),أخرى,تبوك,أنثى,5
غير سعودي,تبوك (مقرالامارة),أخرى,تبوك,أنثى,20
سعودي,تيماء,أخرى,تبوك,أنثى,3
غير سعودي,تيماء,أخرى,تبوك,أنثى,17
سعودي,حقل,أخرى,تبوك,أنثى,2
غير سعودي,حقل,أخرى,تبوك,أنثى,4
سعودي,ضباء,أخرى,تبوك,أنثى,5
غير سعودي,ضباء,أخرى,تبوك,أنثى,13
سعودي,ابو عريش,أخرى,جازان,أنثى,7
غير سعودي,ابو عريش,أخرى,جازان,أنثى,61
غير سعودي,احد المسارحة,أخرى,جازان,أنثى,50
سعودي,الحرث,أخرى,جازان,أنثى,9
غير سعودي,الحرث,أخرى,جازان,أنثى,29
سعودي,الدائر,أخرى,جازان,أنثى,77
غير سعودي,الدائر,أخرى,جازان,أنثى,142
غير سعودي,الدرب,أخرى,جازان,أنثى,36
سعودي,الريث,أخرى,جازان,أنثى,15
غير سعودي,الريث,أخرى,جازان,أنثى,45
سعودي,الطوال,أخرى,جازان,أنثى,5
غير سعودي,الطوال,أخرى,جازان,أنثى,10
سعودي,العارضة,أخرى,جازان,أنثى,35
غير سعودي,العارضة,أخرى,جازان,أنثى,121
سعودي,العيدابي,أخرى,جازان,أنثى,34
غير سعودي,العيدابي,أخرى,جازان,أنثى,80
سعودي,بيش,أخرى,جازان,أنثى,6
غير سعودي,بيش,أخرى,جازان,أنثى,29
سعودي,جازان (مقر الامارة),أخرى,جازان,أنثى,2
غير سعودي,جازان (مقر الامارة),أخرى,جازان,أنثى,1
سعودي,صامطة,أخرى,جازان,أنثى,4
غير سعودي,صامطة,أخرى,جازان,أنثى,28
سعودي,صبياء,أخرى,جازان,أنثى,10
غير سعودي,صبياء,أخرى,جازان,أنثى,47
سعودي,ضمد,أخرى,جازان,أنثى,8
غير سعودي,ضمد,أخرى,جازان,أنثى,13
سعودي,فرسان,أخرى,جازان,أنثى,1
غير سعودي,فرسان,أخرى,جازان,أنثى,2
سعودي,فيفا,أخرى,جازان,أنثى,4
غير سعودي,فيفا,أخرى,جازان,أنثى,96
سعودي,هروب,أخرى,جازان,أنثى,7
غير سعودي,هروب,أخرى,جازان,أنثى,64
سعودي,الحائط,أخرى,حائل,أنثى,19
غير سعودي,الحائط,أخرى,حائل,أنثى,103
سعودي,السليمي,أخرى,حائل,أنثى,4
غير سعودي,السليمي,أخرى,حائل,أنثى,20
غير سعودي,الشملي,أخرى,حائل,أنثى,17
سعودي,الشنان,أخرى,حائل,أنثى,6
غير سعودي,الشنان,أخرى,حائل,أنثى,22
سعودي,الغزالة,أخرى,حائل,أنثى,6
غير سعودي,الغزالة,أخرى,حائل,أنثى,15
سعودي,بقعاء,أخرى,حائل,أنثى,7
غير سعودي,بقعاء,أخرى,حائل,أنثى,19
سعودي,حائل(مقر الامارة),أخرى,حائل,أنثى,18
غير سعودي,حائل(مقر الامارة),أخرى,حائل,أنثى,48
غير سعودي,سميراء,أخرى,حائل,أنثى,17
سعودي,موقق,أخرى,حائل,أنثى,10
غير سعودي,موقق,أخرى,حائل,أنثى,29
سعودي,ابها (مقر الإمارة),أخرى,عسير,أنثى,58
غير سعودي,ابها (مقر الإمارة),أخرى,عسير,أنثى,297
سعودي,احد رفيدة,أخرى,عسير,أنثى,6
غير سعودي,احد رفيدة,أخرى,عسير,أنثى,22
سعودي,الا مواة,أخرى,عسير,أنثى,1
غير سعودي,الا مواة,أخرى,عسير,أنثى,30
سعودي,البرك,أخرى,عسير,أنثى,14
غير سعودي,البرك,أخرى,عسير,أنثى,40
سعودي,الحرجة,أخرى,عسير,أنثى,14
غير سعودي,الحرجة,أخرى,عسير,أنثى,70
سعودي,المجاردة,أخرى,عسير,أنثى,48
غير سعودي,المجاردة,أخرى,عسير,أنثى,124
سعودي,النماص,أخرى,عسير,أنثى,28
غير سعودي,النماص,أخرى,عسير,أنثى,78
سعودي,بارق,أخرى,عسير,أنثى,21
غير سعودي,بارق,أخرى,عسير,أنثى,149
سعودي,بالقرن,أخرى,عسير,أنثى,7
غير سعودي,بالقرن,أخرى,عسير,أنثى,119
