,الجنسية,المحافظة,المدينة,المنطقة,النوع,السكان
412,سعودي,الحائط,أبو زرايب,حائل,أنثى,37
413,غير سعودي,الحائط,أبو زرايب,حائل,أنثى,3
414,سعودي,الحائط,أبو زرايب,حائل,ذكر,31
415,سعودي,السليمي,أبو زريبة,حائل,أنثى,7
416,سعودي,السليمي,أبو زريبة,حائل,ذكر,6
417,سعودي,النبهانية,أبو سديرة,القصيم,أنثى,150
418,سعودي,النبهانية,أبو سديرة,القصيم,ذكر,147
419,غير سعودي,النبهانية,أبو سديرة,القصيم,ذكر,6
420,سعودي,الحائط,أبو سهيلات,حائل,أنثى,410
421,غير سعودي,الحائط,أبو سهيلات,حائل,أنثى,5
422,سعودي,الحائط,أبو سهيلات,حائل,ذكر,397
423,غير سعودي,الحائط,أبو سهيلات,حائل,ذكر,35
424,سعودي,الطائف,أبو سيال,مكة المكرمة,أنثى,89
425,غير سعودي,الطائف,أبو سيال,مكة المكرمة,أنثى,8
426,سعودي,الطائف,أبو سيال,مكة المكرمة,ذكر,103
427,غير سعودي,الطائف,أبو سيال,مكة المكرمة,ذكر,23
428,سعودي,الدوادمي,أبو عرفج,الرياض,أنثى,25
429,سعودي,الدوادمي,أبو عرفج,الرياض,ذكر,31
430,غير سعودي,الدوادمي,أبو عرفج,الرياض,ذكر,12
431,سعودي,العارضة,أبوالعشرة الجنوبية,جازان,أنثى,225
432,غير سعودي,العارضة,أبوالعشرة الجنوبية,جازان,أنثى,4
433,سعودي,العارضة,أبوالعشرة الجنوبية,جازان,ذكر,197
434,غير سعودي,العارضة,أبوالعشرة الجنوبية,جازان,ذكر,6
435,سعودي,العارضة,أبوالعصمة الشمالية,جازان,أنثى,55
436,غير سعودي,العارضة,أبوالعصمة الشمالية,جازان,أنثى,10
437,سعودي,العارضة,أبوالعصمة الشمالية,جازان,ذكر,62
438,غير سعودي,العارضة,أبوالعصمة الشمالية,جازان,ذكر,13
439,سعودي,أضم,أبوحبال,مكة المكرمة,أنثى,14
440,سعودي,أضم,أبوحبال,مكة المكرمة,ذكر,14
441,سعودي,البرك,أبوحشره,عسير,أنثى,38
442,سعودي,البرك,أبوحشره,عسير,ذكر,39
443,سعودي,الليث,أبوشجيرة,مكة المكرمة,أنثى,30
444,سعودي,الليث,أبوشجيرة,مكة المكرمة,ذكر,20
445,سعودي,أضم,أثله وملحة,مكة المكرمة,أنثى,13
446,سعودي,أضم,أثله وملحة,مكة المكرمة,ذكر,6
447,سعودي,الحجرة,أخرى,الباحة,أنثى,44
448,غير سعودي,الحجرة,أخرى,الباحة,أنثى,56
449,سعودي,العقيق,أخرى,الباحة,أنثى,5
450,غير سعودي,العقيق,أخرى,الباحة,أنثى,42
451,سعودي,القرى,أخرى,الباحة,أنثى,4
452,غير سعودي,القرى,أخرى,الباحة,أنثى,47
453,سعودي,المخواة,أخرى,الباحة,أنثى,16
454,غير سعودي,المخواة,أخرى,الباحة,أنثى,63
455,سعودي,المندق,أخرى,الباحة,أنثى,3
456,غير سعودي,المندق,أخرى,الباحة,أنثى,34
457,غير سعودي,بلجرشي,أخرى,الباحة,أنثى,19
458,غير سعودي,بني حسن,أخرى,الباحة,أنثى,7
459,سعودي,فرعة غامد الزناد,أخرى,الباحة,أنثى,10
460,غير سعودي,فرعة غامد الزناد,أخرى,الباحة,أنثى,39
461,سعودي,قلوة,أخرى,الباحة,أنثى,25
462,غير سعودي,قلوة,أخرى,الباحة,أنثى,80
463,سعودي,القريات,أخرى,الجوف,أنثى,5
464,سعودي,دومة الجندل,أخرى,الجوف,أنثى,5
465,غير سعودي,دومة الجندل,أخرى,الجوف,أنثى,9
466,سعودي,سكاكا (مقر الامارة),أخرى,الجوف,أنثى,3
467,غير سعودي,سكاكا (مقر الامارة),أخرى,الجوف,أنثى,17
468,سعودي,طبرجل,أخرى,الجوف,أنثى,2
469,غير سعودي,طبرجل,أخرى,الجوف,أنثى,3
470,غير سعودي,العويقيلة,أخرى,الحدود الشمالية,أنثى,3
471,سعودي,رفحاء,أخرى,الحدود الشمالية,أنثى,7
472,غير سعودي,رفحاء,أخرى,الحدود الشمالية,أنثى,10
473,سعودي,عرعر (مقر الامارة),أخرى,الحدود الشمالية,أنثى,2
474,غير سعودي,عرعر (مقر الامارة),أخرى,الحدود الشمالية,أنثى,5
475,سعودي,الافلاج,أخرى,الرياض,أنثى,3
476,غير سعودي,الافلاج,أخرى,الرياض,أنثى,35
477,سعودي,الحريق,أخرى,الرياض,أنثى,1
478,غير سعودي,الحريق,أخرى,الرياض,أنثى,2
479,سعودي,الخرج,أخرى,الرياض,أنثى,3
480,غير سعودي,الخرج,أخرى,الرياض,أنثى,6
481,غير سعودي,الدرعية,أخرى,الرياض,أنثى,2
482,غير سعودي,الدلم,أخرى,الرياض,أنثى,4
483,سعودي,الدوادمي,أخرى,الرياض,أنثى,29
484,غير سعودي,الدوادمي,أخرى,الرياض,أنثى,183
485,سعودي,الرياض (مقر الامارة),أخرى,الرياض,أنثى,1
486,غير سعودي,الرياض (مقر الامارة),أخرى,الرياض,أنثى,11
487,سعودي,الرين,أخرى,الرياض,أنثى,6
488,غير سعودي,الرين,أخرى,الرياض,أنثى,91
489,سعودي,الزلفي,أخرى,الرياض,أنثى,8
490,غير سعودي,الزلفي,أخرى,الرياض,أنثى,5
491,غير سعودي,السليل,أخرى,الرياض,أنثى,6
492,سعودي,الغاط,أخرى,الرياض,أنثى,5
493,غير سعودي,الغاط,أخرى,الرياض,أنثى,10
494,سعودي,القويعية,أخرى,الرياض,أنثى,32
495,غير سعودي,القويعية,أخرى,الرياض,أنثى,77
496,سعودي,المجمعة,أخرى,الرياض,أنثى,5
497,غير سعودي,المجمعة,أخرى,الرياض,أنثى,22
498,سعودي,المزاحمية,أخرى,الرياض,أنثى,8
499,غير سعودي,المزاحمية,أخرى,الرياض,أنثى,27
500,سعودي,ثادق,أخرى,الرياض,أنثى,4
501,غير سعودي,ثادق,أخرى,الرياض,أنثى,6
502,سعودي,حريملاء,أخرى,الرياض,أنثى,4
503,غير سعودي,حريملاء,أخرى,الرياض,أنثى,5
504,سعودي,حوطة بنى تميم,أخرى,الرياض,أنثى,4
505,غير سعودي,حوطة بنى تميم,أخرى,الرياض,أنثى,14
506,سعودي,رماح,أخرى,الرياض,أنثى,3
507,غير سعودي,رماح,أخرى,الرياض,أنثى,10
508,سعودي,شقراء,أخرى,الرياض,أنثى,4
509,غير سعودي,شقراء,أخرى,الرياض,أنثى,13
510,سعودي,ضرما,أخرى,الرياض,أنثى,3
511,غير سعودي,ضرما,أخرى,الرياض,أنثى,16
512,سعودي,عفيف,أخرى,الرياض,أنثى,13
513,غير سعودي,عفيف,أخرى,الرياض,أنثى,99
514,سعودي,مرات,أخرى,الرياض,أنثى,6
515,غير سعودي,مرات,أخرى,الرياض,أنثى,8
516,سعودي,وادى الدواسر,أخرى,الرياض,أنثى,8
517,غير سعودي,وادى الدواسر,أخرى,الرياض,أنثى,17
518,سعودي,الأسياح,أخرى,القصيم,أنثى,4
519,غير سعودي,الأسياح,أخرى,القصيم,أنثى,5
520,غير سعودي,البدائع,أخرى,القصيم,أنثى,2
521,سعودي,البكيرية,أخرى,القصيم,أنثى,1
522,غير سعودي,البكيرية,أخرى,القصيم,أنثى,6
523,سعودي,الرس,أخرى,القصيم,أنثى,3
524,غير سعودي,الرس,أخرى,القصيم,أنثى,11
525,غير سعودي,الشماسية,أخرى,القصيم,أنثى,2
526,سعودي,المذنب,أخرى,القصيم,أنثى,2
527,غير سعودي,المذنب,أخرى,القصيم,أنثى,14
528,غير سعودي,النبهانية,أخرى,القصيم,أنثى,52
529,سعودي,بريدة (مقرالامارة),أخرى,القصيم,أنثى,5
530,غير سعودي,بريدة (مقرالامارة),أخرى,القصيم,أنثى,37
531,غير سعودي,رياض الخبراء,أخرى,القصيم,أنثى,4
532,غير سعودي,ضرية,أخرى,القصيم,أنثى,23
533,سعودي,عقلة الصقور,أخرى,القصيم,أنثى,2
534,غير سعودي,عقلة الصقور,أخرى,القصيم,أنثى,11
535,سعودي,عنيزة,أخرى,القصيم,أنثى,1
536,غير سعودي,عنيزة,أخرى,القصيم,أنثى,2
537,غير سعودي,عيون الجواء,أخرى,القصيم,أنثى,10
538,سعودي,الحناكية,أخرى,المدينة المنورة,أنثى,5
539,غير سعودي,الحناكية,أخرى,المدينة المنورة,أنثى,30
540,سعودي,العلا,أخرى,المدينة المنورة,أنثى,8
541,غير سعودي,العلا,أخرى,المدينة المنورة,أنثى,31
542,سعودي,العيص,أخرى,المدينة المنورة,أنثى,4
543,غير سعودي,العيص,أخرى,المدينة المنورة,أنثى,29
544,سعودي,المدينة المنورة (مقر الامارة),أخرى,المدينة المنورة,أنثى,31
545,غير سعودي,المدينة المنورة (مقر الامارة),أخرى,المدينة المنورة,أنثى,72
546,سعودي,المهد,أخرى,المدينة المنورة,أنثى,23
547,غير سعودي,المهد,أخرى,المدينة المنورة,أنثى,70
548,سعودي,بدر,أخرى,المدينة المنورة,أنثى,12
549,غير سعودي,بدر,أخرى,المدينة المنورة,أنثى,48
550,سعودي,خيبر,أخرى,المدينة المنورة,أنثى,4
551,غير سعودي,خيبر,أخرى,المدينة المنورة,أنثى,26
552,سعودي,وادي الفرع,أخرى,المدينة المنورة,أنثى,11
553,غير سعودي,وادي الفرع,أخرى,المدينة المنورة,أنثى,40
554,سعودي,ينبع,أخرى,المدينة المنورة,أنثى,8
555,غير سعودي,ينبع,أخرى,المدينة المنورة,أنثى,63
556,سعودي,الاحساء,أخرى,المنطقة الشرقية,أنثى,25
557,غير سعودي,الاحساء,أخرى,المنطقة الشرقية,أنثى,34
558,سعودي,الجبيل,أخرى,المنطقة الشرقية,أنثى,5
559,غير سعودي,الجبيل,أخرى,المنطقة الشرقية,أنثى,4
560,غير سعودي,الخبر,أخرى,المنطقة الشرقية,أنثى,1
561,سعودي,الخفجي,أخرى,المنطقة الشرقية,أنثى,2
562,غير سعودي,الخفجي,أخرى,المنطقة الشرقية,أنثى,3
563,غير سعودي,الدمام (مقرالامارة),أخرى,المنطقة الشرقية,أنثى,1
564,سعودي,العديد,أخرى,المنطقة الشرقية,أنثى,4
565,غير سعودي,العديد,أخرى,المنطقة الشرقية,أنثى,4
566,سعودي,القطيف,أخرى,المنطقة الشرقية,أنثى,5
567,غير سعودي,القطيف,أخرى,المنطقة الشرقية,أنثى,1
568,سعودي,النعيرية,أخرى,المنطقة الشرقية,أنثى,8
569,غير سعودي,النعيرية,أخرى,المنطقة الشرقية,أنثى,10
570,سعودي,بقيق,أخرى,المنطقة الشرقية,أنثى,4
571,غير سعودي,بقيق,أخرى,المنطقة الشرقية,أنثى,4
572,سعودي,حفر الباطن,أخرى,المنطقة الشرقية,أنثى,3
573,غير سعودي,حفر الباطن,أخرى,المنطقة الشرقية,أنثى,10
574,سعودي,رأس تنورة,أخرى,المنطقة الشرقية,أنثى,2
575,غير سعودي,رأس تنورة,أخرى,المنطقة الشرقية,أنثى,1
576,سعودي,قرية العليا,أخرى,المنطقة الشرقية,أنثى,1
577,غير سعودي,قرية العليا,أخرى,المنطقة الشرقية,أنثى,11
578,سعودي,البدع,أخرى,تبوك,أنثى,1
579,غير سعودي,البدع,أخرى,تبوك,أنثى,2
580,سعودي,الوجة,أخرى,تبوك,أنثى,10
581,غير سعودي,الوجة,أخرى,تبوك,أنثى,24
582,سعودي,املج,أخرى,تبوك,أنثى,4
583,غير سعودي,املج,أخرى,تبوك,أنثى,22
584,سعودي,تبوك (مقرالامارة),أخرى,تبوك,أنثى,5
585,غير سعودي,تبوك (مقرالامارة),أخرى,تبوك,أنثى,20
586,سعودي,تيماء,أخرى,تبوك,أنثى,3
587,غير سعودي,تيماء,أخرى,تبوك,أنثى,17
588,سعودي,حقل,أخرى,تبوك,أنثى,2
589,غير سعودي,حقل,أخرى,تبوك,أنثى,4
590,سعودي,ضباء,أخرى,تبوك,أنثى,5
591,غير سعودي,ضباء,أخرى,تبوك,أنثى,13
592,سعودي,ابو عريش,أخرى,جازان,أنثى,7
593,غير سعودي,ابو عريش,أخرى,جازان,أنثى,61
594,غير سعودي,احد المسارحة,أخرى,جازان,أنثى,50
595,سعودي,الحرث,أخرى,جازان,أنثى,9
596,غير سعودي,الحرث,أخرى,جازان,أنثى,29
597,سعودي,الدائر,أخرى,جازان,أنثى,77
598,غير سعودي,الدائر,أخرى,جازان,أنثى,142
599,غير سعودي,الدرب,أخرى,جازان,أنثى,36
600,سعودي,الريث,أخرى,جازان,أنثى,15
601,غير سعودي,الريث,أخرى,جازان,أنثى,45
602,سعودي,الطوال,أخرى,جازان,أنثى,5
603,غير سعودي,الطوال,أخرى,جازان,أنثى,10
604,سعودي,العارضة,أخرى,جازان,أنثى,35
605,غير سعودي,العارضة,أخرى,جازان,أنثى,121
606,سعودي,العيدابي,أخرى,جازان,أنثى,34
607,غير سعودي,العيدابي,أخرى,جازان,أنثى,80
608,سعودي,بيش,أخرى,جازان,أنثى,6
609,غير سعودي,بيش,أخرى,جازان,أنثى,29
610,سعودي,جازان (مقر الامارة),أخرى,جازان,أنثى,2
611,غير سعودي,جازان (مقر الامارة),أخرى,جازان,أنثى,1
612,سعودي,صامطة,أخرى,جازان,أنثى,4
613,غير سعودي,صامطة,أخرى,جازان,أنثى,28
614,سعودي,صبياء,أخرى,جازان,أنثى,10
615,غير سعودي,صبياء,أخرى,جازان,أنثى,47
616,سعودي,ضمد,أخرى,جازان,أنثى,8
617,غير سعودي,ضمد,أخرى,جازان,أنثى,13
